"Дата";"Регион";"Регион население";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
10.07.2020;Астраханская обл.;1017514;3842;2559;35;0;36;44
16.04.2020;Воронежская обл.;2333768;89;20;1;0;14;1
11.09.2020;Пензенская обл.;1331655;9121;8189;116;1;92;41
05.03.2021;Саха (Якутия);964330;32748;31363;518;1;39;55
06.04.2020;Дагестан;3063885;30;4;0;0;5;4
31.05.2020;Северная Осетия;701765;2957;1952;46;0;50;34
12.04.2020;Саратовская обл.;2462950;42;2;0;0;7;0
13.07.2020;Хакасия;537513;2374;1748;19;0;45;10
06.07.2020;Липецкая обл.;1150201;3992;2561;18;0;34;0
17.04.2020;Бурятия;984511;103;24;2;0;3;0
28.03.2021;Забайкальский край;1072806;40883;39390;588;0;55;70
21.05.2020;Камчатский край;315557;554;153;2;0;18;10
02.05.2020;Костромская обл.;643324;241;42;3;0;14;9
07.06.2020;Коми;840873;1564;885;26;0;46;10
28.10.2020;Краснодарский край;5603420;16987;11512;401;6;133;57
12.03.2020;Еврейская АО;162014;0;0;0;0;0;0
31.05.2020;Волгоградская обл.;2521276;3026;1023;19;1;158;42
21.10.2020;Ленинградская обл.;1813816;10160;6054;107;0;106;39
08.10.2020;Ульяновская обл.;1246618;16600;13788;173;0;148;87
17.07.2020;Курганская обл.;845537;1653;796;3;0;52;26
08.06.2020;Алтай;218063;180;101;0;0;8;1
24.08.2020;Пермский край;2623122;7468;5232;199;1;59;27
25.04.2021;Еврейская АО;162014;4467;4281;127;1;0;0
02.02.2021;Оренбургская обл.;1977720;34401;30596;487;6;156;167
21.04.2021;Красноярский край;2876497;69306;63929;3406;12;118;99
05.11.2020;Кемеровская обл.;2694877;16216;11949;243;5;198;129
29.04.2021;Нижегородская обл.;3234752;113796;109091;3164;12;174;195
21.12.2020;Тверская обл.;1283873;19902;14407;432;0;234;102
20.04.2021;ХМАО – Югра;1655074;55429;54102;789;1;59;63
02.11.2020;Чувашия;1231117;10016;8541;152;3;60;17
29.03.2020;Саха (Якутия);964330;15;0;0;0;1;0
13.04.2020;Саратовская обл.;2462950;44;4;0;0;2;2
30.05.2020;Северная Осетия;701765;2907;1918;46;3;49;160
23.05.2020;Крым;1913731;324;152;3;0;10;22
20.05.2020;Камчатский край;315557;536;143;2;0;21;9
29.03.2021;Забайкальский край;1072806;40940;39406;589;1;57;16
25.08.2020;Белгородская обл.;1549876;7117;6257;51;0;43;72
07.03.2021;Саха (Якутия);964330;32825;31473;522;1;39;73
08.04.2021;Калмыкия;275413;20136;19289;322;2;20;26
12.07.2020;Липецкая обл.;1150201;4190;2847;19;0;32;0
12.09.2020;Пензенская обл.;1331655;9211;8234;117;1;90;45
17.04.2020;Воронежская обл.;2333768;108;24;1;0;19;4
09.07.2020;Астраханская обл.;1017514;3806;2515;35;0;33;44
14.01.2021;Магаданская обл.;144091;7431;6970;73;1;28;27
07.08.2020;Новгородская обл.;606476;3872;2716;72;0;13;33
01.07.2020;Хабаровский край;1328302;4300;2182;29;0;79;21
27.05.2020;Кировская обл.;1283238;1438;836;10;2;68;32
05.08.2020;Кабардино-Балкария;865828;6055;5615;71;0;16;18
07.04.2021;Самарская обл.;3193514;57131;53896;1166;10;198;208
26.12.2020;Калининградская обл.;994599;16703;14229;162;0;210;415
25.12.2020;Ямало-Ненецкий АО;538547;31068;23471;316;2;175;235
01.06.2020;Свердловская обл.;4325256;5732;2337;29;2;283;164
14.08.2020;Татарстан;3894284;6018;4887;28;0;30;31
03.07.2020;Севастополь;436670;236;185;4;0;0;0
23.07.2020;Псковская обл.;636546;3486;2341;48;2;32;42
21.02.2021;Карачаево-Черкессия;466305;18759;17035;61;1;45;42
09.04.2020;Чувашия;1231117;17;1;0;0;2;0
18.05.2020;Санкт-Петербург;5351935;10887;2209;90;5;425;34
09.01.2021;Алтайский край;2350080;34764;32204;961;8;199;223
21.07.2020;Приморский край;1913037;5734;4256;65;2;94;70
10.09.2020;Брянская обл.;1210982;8533;6992;35;0;36;38
28.03.2020;Забайкальский край;1072806;1;1;0;0;0;0
16.04.2021;Калужская обл.;1012156;33290;31218;300;0;63;79
28.12.2020;Вологодская обл.;1176689;22374;17601;395;4;361;375
15.04.2021;Калининградская обл.;994599;30965;28839;357;2;41;75
02.07.2020;Чукотский АО;49348;138;130;1;0;0;0
30.04.2021;Хакасия;537513;22355;21552;526;3;20;9
13.03.2021;Саратовская обл.;2462950;51870;46684;714;7;172;163
19.02.2021;Тульская обл.;1491855;31881;29495;1176;8;138;143
29.04.2020;Амурская обл.;798424;46;10;0;0;5;0
18.09.2020;Смоленская обл.;949348;6392;5612;137;0;14;16
06.04.2021;Владимирская обл.;1378337;30394;27488;1018;5;67;75
20.04.2021;Мурманская обл.;753557;50100;47494;1138;1;28;14
22.10.2020;Новосибирская обл.;2788849;15686;13353;548;6;180;94
11.12.2020;Орловская обл.;747247;17810;15734;221;2;171;236
10.09.2020;Камчатский край;315557;3996;3205;43;1;15;3
10.04.2021;Приморский край;1913037;42849;40133;694;1;46;102
10.07.2020;Липецкая обл.;1150201;4125;2813;19;0;32;41
20.09.2020;Северная Осетия;701765;5474;4609;68;0;34;2
01.07.2020;Саратовская обл.;2462950;6546;3550;44;1;102;206
09.03.2021;Саха (Якутия);964330;32900;31522;526;2;37;21
08.11.2020;Калмыкия;275413;9846;6977;111;0;98;111
04.07.2020;Дагестан;3063885;8080;6067;389;3;55;70
25.07.2020;Владимирская обл.;1378337;5433;5103;123;2;31;82
20.03.2020;Астраханская обл.;1017514;0;0;0;0;0;0
29.07.2020;Адыгея;453376;2679;2070;20;0;37;27
09.10.2020;Воронежская обл.;2333768;19654;17400;201;2;195;220
12.08.2020;Мурманская обл.;753557;11589;8320;104;3;72;170
17.10.2020;Бурятия;984511;8540;7082;92;0;121;122
16.03.2020;Хакасия;537513;0;0;0;0;0;0
22.05.2020;Пензенская обл.;1331655;1510;1076;13;0;110;74
19.11.2020;Ярославская обл.;1265684;14410;13509;70;0;175;314
05.06.2020;Белгородская обл.;1549876;2695;1236;22;0;71;85
27.03.2020;Саха (Якутия);964330;14;0;0;0;0;0
28.03.2020;Курганская обл.;845537;1;0;0;0;0;0
22.04.2021;ХМАО – Югра;1655074;55555;54230;790;1;65;65
16.05.2020;Ульяновская обл.;1246618;1159;263;5;0;78;17
07.08.2020;Москва;12506468;246154;187576;4546;12;686;1353
29.04.2020;Ленинградская обл.;1813816;834;115;1;1;53;10
23.12.2020;Тверская обл.;1283873;20370;15045;435;0;235;306
16.01.2021;Челябинская обл.;3493036;39447;26426;642;8;295;387
26.02.2021;Тамбовская обл.;1033552;26035;23791;338;3;120;157
14.03.2020;Тыва;321722;0;0;0;0;0;0
14.07.2020;Марий Эл;682333;3353;2904;29;3;28;10
06.04.2021;Чувашия;1231117;23049;21017;1257;6;40;36
11.04.2021;Кабардино-Балкария;865828;23221;22245;431;1;34;49
13.03.2021;Хабаровский край;1328302;49656;47111;310;2;54;70
22.01.2021;Карелия;622484;33687;28315;209;2;285;302
19.09.2020;Волгоградская обл.;2521276;13965;12334;130;1;96;100
23.04.2021;Еврейская АО;162014;4467;4279;125;0;1;2
13.12.2020;Сахалинская обл.;490181;13126;9870;10;0;163;0
22.08.2020;Пермский край;2623122;7349;5174;197;1;57;45
24.09.2020;Костромская обл.;643324;4454;3267;59;0;37;28
14.11.2020;Ингушетия;488043;8257;6847;103;2;73;81
23.08.2020;Удмуртия;1513044;2961;2444;38;0;30;0
06.12.2020;Ивановская обл.;1014646;16796;12203;281;6;167;43
14.03.2020;Еврейская АО;162014;0;0;0;0;0;0
09.12.2020;Орловская обл.;747247;17469;15319;217;1;164;183
28.08.2020;Мордовия;805056;5367;4218;38;0;33;26
17.07.2020;Забайкальский край;1072806;3835;2996;47;0;33;38
05.04.2020;Чечня;1436981;15;0;1;0;0;0
21.02.2021;Тульская обл.;1491855;32150;29776;1194;9;134;135
01.05.2020;Амурская обл.;798424;67;12;1;0;11;2
15.04.2020;Калмыкия;275413;35;9;2;2;3;0
06.02.2021;Ростовская обл.;4220452;65891;55850;2790;28;361;427
04.07.2020;Чукотский АО;49348;139;133;1;0;0;2
10.11.2020;Хакасия;537513;8533;5961;88;1;168;122
28.04.2020;Новосибирская обл.;2788849;407;53;4;0;60;14
21.03.2021;Астраханская обл.;1017514;30008;26636;634;4;70;287
18.04.2021;Калужская обл.;1012156;33407;31386;302;2;59;86
28.05.2020;Смоленская обл.;949348;1933;662;29;4;80;41
21.02.2021;Архангельская обл.;1111031;55650;49743;613;18;169;176
25.04.2021;Новгородская обл.;606476;29722;27658;121;0;37;88
11.01.2021;Алтайский край;2350080;35160;32515;980;12;198;162
08.09.2020;Брянская обл.;1210982;8465;6923;35;0;28;19
01.12.2020;Московская обл.;7503385;112130;80474;2092;21;1104;627
21.07.2020;Псковская обл.;636546;3437;2247;46;1;16;26
13.03.2020;Кабардино-Балкария;865828;0;0;0;0;0;0
13.04.2020;Хабаровский край;1328302;54;7;2;0;25;0
01.07.2020;Севастополь;436670;235;179;4;0;0;2
26.05.2020;Карелия;622484;331;135;1;0;15;14
29.03.2021;Курганская обл.;845537;19140;17408;347;0;41;39
15.07.2020;Ставропольский край;2800674;6394;4159;123;3;91;52
08.09.2020;Санкт-Петербург;5351935;38218;26553;2552;20;210;123
20.03.2020;Ингушетия;488043;0;0;0;0;0;0
19.08.2020;Нижегородская обл.;3234752;26132;23139;438;2;138;320
09.04.2021;Самарская обл.;3193514;57528;54312;1187;9;200;209
29.05.2020;Кировская обл.;1283238;1551;890;13;2;56;34
11.08.2020;Красноярский край;2876497;14568;12209;371;6;122;68
22.09.2020;Свердловская обл.;4325256;28043;21261;575;7;121;57
20.06.2020;Ленинградская обл.;1813816;3912;3725;25;0;54;164
07.07.2020;Ульяновская обл.;1246618;6520;3680;49;1;105;139
28.07.2020;Удмуртия;1513044;2303;1768;23;0;24;26
08.10.2020;Севастополь;436670;1221;775;35;2;30;31
24.09.2020;Курганская обл.;845537;3611;3087;28;0;28;34
25.08.2020;Псковская обл.;636546;4458;3193;61;0;24;24
01.06.2020;Самарская обл.;3193514;2648;1060;20;0;36;35
16.02.2021;Ингушетия;488043;14490;12649;169;1;31;27
06.04.2021;Кировская обл.;1283238;40268;36755;330;1;84;102
28.03.2020;Костромская обл.;643324;1;0;0;0;1;0
28.02.2021;Краснодарский край;5603420;38432;32993;1929;14;157;221
24.10.2020;Марий Эл;682333;5786;4772;63;1;53;54
14.09.2020;Москва;12506468;271793;230397;4993;11;696;824
26.11.2020;Тыва;321722;12011;11004;133;0;100;51
08.04.2021;Свердловская обл.;4325256;83582;77016;2798;7;125;138
14.04.2021;Санкт-Петербург;5351935;404501;360000;12693;28;712;977
19.11.2020;Оренбургская обл.;1977720;21129;18290;171;3;189;139
20.02.2021;Кемеровская обл.;2694877;31103;30125;551;0;68;93
27.12.2020;Карелия;622484;26075;19345;152;2;369;517
23.04.2020;Хакасия;537513;99;8;0;0;12;4
19.07.2020;Бурятия;984511;3651;2804;32;0;43;23
11.01.2021;Орловская обл.;747247;23275;20576;292;2;174;104
05.09.2020;Адыгея;453376;3480;2964;29;1;19;17
02.10.2020;Дагестан;3063885;13599;11729;638;9;85;87
02.09.2020;Тыва;321722;6862;6231;65;0;21;24
14.03.2020;Камчатский край;315557;0;0;0;0;0;0
25.05.2020;Калужская обл.;1012156;3354;888;26;0;108;4
16.04.2020;Саратовская обл.;2462950;70;8;0;0;14;0
14.11.2020;Тульская обл.;1491855;14195;11976;449;0;134;119
27.03.2020;Амурская обл.;798424;0;0;0;0;0;0
29.07.2020;Пензенская обл.;1331655;6409;5475;81;0;45;38
13.06.2020;Мурманская обл.;753557;3889;2669;7;0;71;6
12.04.2020;Воронежская обл.;2333768;49;12;0;0;12;2
26.05.2020;Владимирская обл.;1378337;2379;375;17;1;57;25
02.10.2020;Астраханская обл.;1017514;7202;6419;116;2;48;24
05.10.2020;Чукотский АО;49348;201;184;2;0;1;2
08.12.2020;Магаданская обл.;144091;6043;5532;56;0;42;38
03.09.2020;Новгородская обл.;606476;4406;3258;86;0;21;48
20.08.2020;Белгородская обл.;1549876;6901;6022;51;0;47;37
06.02.2021;Калмыкия;275413;17856;16466;266;2;72;135
08.08.2020;Брянская обл.;1210982;7590;6241;35;0;25;24
09.03.2021;Амурская обл.;798424;21317;19905;191;1;28;52
09.12.2020;Алтайский край;2350080;28132;26056;647;12;222;316
09.04.2021;Волгоградская обл.;2521276;54628;52276;996;5;112;104
10.10.2020;Хабаровский край;1328302;12938;10171;114;2;102;23
09.09.2020;Кабардино-Балкария;865828;6792;6227;79;0;35;12
29.03.2021;Костромская обл.;643324;19571;16777;386;0;43;10
21.01.2021;Тверская обл.;1283873;27022;22548;495;2;220;316
28.12.2020;Ямало-Ненецкий АО;538547;31593;24136;325;3;175;217
19.04.2020;Ингушетия;488043;269;22;5;1;42;0
04.08.2020;Карачаево-Черкессия;466305;4485;3254;23;0;9;28
24.09.2020;Чечня;1436981;2397;1836;40;0;4;6
24.07.2020;Пермский край;2623122;5354;4101;131;8;71;11
14.06.2020;ХМАО – Югра;1655074;4569;1946;27;1;229;142
12.06.2020;Красноярский край;2876497;6159;2129;64;5;178;61
04.06.2020;Нижегородская обл.;3234752;11169;4451;122;6;319;199
12.03.2020;Санкт-Петербург;5351935;1;0;0;0;1;0
30.09.2020;Калининградская обл.;994599;4387;3312;75;0;54;36
15.06.2020;Еврейская АО;162014;374;278;4;0;0;0
20.02.2021;Хакасия;537513;21154;19840;440;3;31;51
10.04.2021;Северная Осетия;701765;16495;15596;181;3;15;28
12.04.2021;Камчатский край;315557;14276;13548;213;0;11;27
20.09.2020;Приморский край;1913037;11055;9506;113;0;70;87
02.05.2020;Забайкальский край;1072806;155;49;0;0;21;10
15.10.2020;Липецкая обл.;1150201;6857;5825;55;1;64;40
25.12.2020;Вологодская обл.;1176689;21296;16508;366;7;364;355
21.07.2020;Мордовия;805056;4157;3046;32;0;36;56
11.05.2020;Калмыкия;275413;494;129;6;0;21;24
01.05.2020;Саха (Якутия);964330;229;29;3;0;22;2
27.07.2020;Смоленская обл.;949348;5571;3679;93;0;18;44
04.11.2020;Чечня;1436981;2701;2120;48;0;18;10
12.03.2021;Воронежская обл.;2333768;71115;65375;2084;22;243;271
19.06.2020;Новосибирская обл.;2788849;4819;2630;65;2;108;128
06.08.2020;Брянская обл.;1210982;7546;6190;35;0;24;28
07.03.2021;Амурская обл.;798424;21259;19804;188;0;29;53
11.12.2020;Алтайский край;2350080;28579;26453;669;11;223;212
21.07.2020;Коми;840873;4819;2866;40;0;58;107
21.07.2020;Северная Осетия;701765;4384;3749;67;0;15;3
10.10.2020;Саратовская обл.;2462950;16853;11480;121;1;149;92
07.10.2020;Чукотский АО;49348;202;185;2;0;1;0
04.08.2020;Камчатский край;315557;3427;3014;42;0;13;6
22.07.2020;Алтай;218063;1331;854;1;0;27;49
16.11.2020;Тульская обл.;1491855;14468;12144;453;2;138;71
29.03.2020;Амурская обл.;798424;1;0;0;0;1;0
02.02.2021;Ярославская обл.;1265684;28490;26775;319;0;183;183
23.05.2020;Калужская обл.;1012156;3123;854;23;2;125;79
16.06.2020;Новгородская обл.;606476;2121;494;18;2;58;11
16.09.2020;Владимирская обл.;1378337;6806;5717;199;0;34;23
10.05.2020;Астраханская обл.;1017514;731;177;6;0;58;16
02.07.2020;Воронежская обл.;2333768;7908;4338;41;0;154;12
09.01.2021;Орловская обл.;747247;22926;20354;288;2;172;125
09.03.2021;Новосибирская обл.;2788849;36703;33590;1503;8;104;37
02.09.2020;Мурманская обл.;753557;12967;10501;165;3;75;47
23.01.2021;Крым;1913731;30921;25022;697;9;238;286
04.04.2021;Смоленская обл.;949348;28293;27063;776;2;31;43
07.01.2021;Алтай;218063;14125;13238;108;0;59;20
22.07.2020;Волгоградская обл.;2521276;8340;4792;55;1;96;105
09.01.2021;Сахалинская обл.;490181;17015;14237;17;0;135;74
17.07.2020;Костромская обл.;643324;1922;1282;24;0;20;14
